dep,jour,pop,p,cl_age90
69,2020-05-13,23366.00,4,90
70,2020-05-13,233194.00,1,0
70,2020-05-13,24220.00,0,09
70,2020-05-13,28206.00,0,19
70,2020-05-13,19489.00,0,29
70,2020-05-13,25822.00,0,39
70,2020-05-13,29753.00,0,49
70,2020-05-13,33090.00,0,59
70,2020-05-13,32926.00,0,69
70,2020-05-13,23536.00,1,79
70,2020-05-13,12851.00,0,89
70,2020-05-13,3301.00,0,90
71,2020-05-13,547824.00,5,0
71,2020-05-13,55476.00,0,09
71,2020-05-13,61913.00,0,19
71,2020-05-13,45987.00,0,29
71,2020-05-13,58219.00,1,39
71,2020-05-13,65377.00,2,49
71,2020-05-13,76338.00,0,59
71,2020-05-13,78024.00,1,69
71,2020-05-13,60117.00,0,79
71,2020-05-13,35767.00,0,89
71,2020-05-13,10606.00,0,90
72,2020-05-13,560227.00,2,0
72,2020-05-13,63602.00,0,09
72,2020-05-13,72034.00,0,19
72,2020-05-13,55253.00,0,29
72,2020-05-13,61693.00,1,39
72,2020-05-13,69750.00,1,49
72,2020-05-13,73282.00,0,59
72,2020-05-13,72118.00,0,69
72,2020-05-13,51143.00,0,79
72,2020-05-13,31996.00,0,89
72,2020-05-13,9356.00,0,90
73,2020-05-13,432548.00,2,0
73,2020-05-13,47262.00,0,09
73,2020-05-13,51084.00,0,19
73,2020-05-13,43688.00,0,29
73,2020-05-13,52325.00,0,39
73,2020-05-13,57492.00,1,49
73,2020-05-13,59925.00,0,59
73,2020-05-13,53862.00,1,69
73,2020-05-13,38517.00,0,79
73,2020-05-13,22041.00,0,89
73,2020-05-13,6352.00,0,90
74,2020-05-13,828405.00,8,0
74,2020-05-13,104882.00,0,09
74,2020-05-13,98955.00,1,19
74,2020-05-13,88234.00,1,29
74,2020-05-13,121243.00,1,39
74,2020-05-13,117006.00,2,49
74,2020-05-13,110349.00,1,59
74,2020-05-13,85386.00,0,69
74,2020-05-13,61775.00,1,79
74,2020-05-13,31929.00,0,89
74,2020-05-13,8646.00,1,90
75,2020-05-13,2148271.00,38,0
75,2020-05-13,198578.00,0,09
75,2020-05-13,208074.00,0,19
75,2020-05-13,386230.00,6,29
75,2020-05-13,332595.00,2,39
75,2020-05-13,277369.00,2,49
75,2020-05-13,259307.00,8,59
75,2020-05-13,213755.00,10,69
75,2020-05-13,163119.00,5,79
75,2020-05-13,82607.00,2,89
75,2020-05-13,26637.00,3,90
76,2020-05-13,1243788.00,15,0
76,2020-05-13,145855.00,0,09
76,2020-05-13,158113.00,0,19
76,2020-05-13,142048.00,2,29
76,2020-05-13,152559.00,0,39
76,2020-05-13,151379.00,2,49
76,2020-05-13,159079.00,3,59
76,2020-05-13,152712.00,0,69
76,2020-05-13,105179.00,0,79
76,2020-05-13,59968.00,4,89
76,2020-05-13,16896.00,4,90
77,2020-05-13,1423607.00,26,0
77,2020-05-13,193962.00,0,09
77,2020-05-13,198063.00,3,19
77,2020-05-13,165327.00,3,29
77,2020-05-13,192425.00,2,39
77,2020-05-13,196727.00,4,49
77,2020-05-13,185341.00,3,59
77,2020-05-13,143322.00,1,69
77,2020-05-13,90874.00,1,79
77,2020-05-13,45594.00,3,89
77,2020-05-13,11972.00,6,90
78,2020-05-13,1448625.00,32,0
78,2020-05-13,190620.00,2,09
78,2020-05-13,195194.00,0,19
78,2020-05-13,157603.00,4,29
78,2020-05-13,184091.00,2,39
78,2020-05-13,202141.00,3,49
78,2020-05-13,192045.00,3,59
78,2020-05-13,146820.00,8,69
78,2020-05-13,105652.00,3,79
78,2020-05-13,58798.00,5,89
78,2020-05-13,15661.00,2,90
79,2020-05-13,372627.00,11,0
79,2020-05-13,39632.00,0,09
79,2020-05-13,45474.00,0,19
79,2020-05-13,32422.00,4,29
79,2020-05-13,41182.00,2,39
79,2020-05-13,47239.00,4,49
79,2020-05-13,51600.00,0,59
79,2020-05-13,50265.00,0,69
79,2020-05-13,35645.00,0,79
79,2020-05-13,22415.00,0,89
79,2020-05-13,6753.00,1,90
80,2020-05-13,569769.00,11,0
80,2020-05-13,63540.00,0,09
80,2020-05-13,74671.00,1,19
80,2020-05-13,67500.00,0,29
80,2020-05-13,67453.00,0,39
80,2020-05-13,71182.00,3,49
80,2020-05-13,73570.00,1,59
80,2020-05-13,70734.00,0,69
80,2020-05-13,47445.00,1,79
80,2020-05-13,26365.00,2,89
80,2020-05-13,7309.00,2,90
81,2020-05-13,387898.00,6,0
81,2020-05-13,39182.00,0,09
81,2020-05-13,45691.00,0,19
81,2020-05-13,33077.00,0,29
81,2020-05-13,41434.00,1,39
81,2020-05-13,48581.00,2,49
81,2020-05-13,53768.00,0,59
81,2020-05-13,53163.00,0,69
81,2020-05-13,39537.00,3,79
81,2020-05-13,25720.00,0,89
81,2020-05-13,7745.00,0,90
82,2020-05-13,262618.00,0,0
82,2020-05-13,30151.00,0,09
82,2020-05-13,33408.00,0,19
82,2020-05-13,22971.00,0,29
82,2020-05-13,30052.00,0,39
82,2020-05-13,35032.00,0,49
82,2020-05-13,35322.00,0,59
82,2020-05-13,33551.00,0,69
82,2020-05-13,23831.00,0,79
82,2020-05-13,13997.00,0,89
82,2020-05-13,4303.00,0,90
83,2020-05-13,1073836.00,1,0
83,2020-05-13,108243.00,0,09
83,2020-05-13,115973.00,0,19
83,2020-05-13,95085.00,1,29
83,2020-05-13,120276.00,0,39
83,2020-05-13,131324.00,0,49
83,2020-05-13,145518.00,0,59
83,2020-05-13,146038.00,0,69
83,2020-05-13,125510.00,0,79
83,2020-05-13,68179.00,0,89
83,2020-05-13,17690.00,0,90
84,2020-05-13,560997.00,2,0
84,2020-05-13,63998.00,0,09
84,2020-05-13,68213.00,0,19
84,2020-05-13,54685.00,1,29
84,2020-05-13,63922.00,0,39
84,2020-05-13,70030.00,0,49
84,2020-05-13,77217.00,0,59
84,2020-05-13,71634.00,1,69
84,2020-05-13,53880.00,0,79
84,2020-05-13,29528.00,0,89
84,2020-05-13,7890.00,0,90
85,2020-05-13,683187.00,6,0
85,2020-05-13,71997.00,0,09
85,2020-05-13,83165.00,0,19
85,2020-05-13,56960.00,1,29
85,2020-05-13,75720.00,0,39
85,2020-05-13,86574.00,1,49
85,2020-05-13,89803.00,1,59
85,2020-05-13,97061.00,1,69
85,2020-05-13,71401.00,1,79
85,2020-05-13,39912.00,1,89
85,2020-05-13,10594.00,0,90
86,2020-05-13,437398.00,11,0
86,2020-05-13,45553.00,0,09
86,2020-05-13,55809.00,0,19
86,2020-05-13,51459.00,3,29
86,2020-05-13,48717.00,0,39
86,2020-05-13,52927.00,3,49
86,2020-05-13,55357.00,3,59
86,2020-05-13,55709.00,1,69
86,2020-05-13,38886.00,1,79
86,2020-05-13,24916.00,0,89
86,2020-05-13,8065.00,0,90
87,2020-05-13,370774.00,1,0
87,2020-05-13,36125.00,0,09
87,2020-05-13,43048.00,0,19
87,2020-05-13,38136.00,0,29
87,2020-05-13,39312.00,0,39
87,2020-05-13,44763.00,1,49
87,2020-05-13,49746.00,0,59
87,2020-05-13,50526.00,0,69
87,2020-05-13,38447.00,0,79
87,2020-05-13,23291.00,0,89
87,2020-05-13,7380.00,0,90
88,2020-05-13,359520.00,9,0
88,2020-05-13,35081.00,0,09
88,2020-05-13,41961.00,0,19
88,2020-05-13,31734.00,0,29
88,2020-05-13,38540.00,0,39
88,2020-05-13,43251.00,2,49
88,2020-05-13,51489.00,2,59
88,2020-05-13,52456.00,2,69
88,2020-05-13,36533.00,0,79
88,2020-05-13,22627.00,2,89
88,2020-05-13,5848.00,1,90
89,2020-05-13,332096.00,4,0
89,2020-05-13,35145.00,0,09
89,2020-05-13,38846.00,0,19
89,2020-05-13,28069.00,1,29
89,2020-05-13,36906.00,0,39
89,2020-05-13,40908.00,0,49
89,2020-05-13,45251.00,0,59
89,2020-05-13,47469.00,2,69
89,2020-05-13,34187.00,0,79
89,2020-05-13,19687.00,0,89
89,2020-05-13,5628.00,1,90
90,2020-05-13,140145.00,0,0
90,2020-05-13,15602.00,0,09
90,2020-05-13,17564.00,0,19
90,2020-05-13,15757.00,0,29
90,2020-05-13,16796.00,0,39
90,2020-05-13,17954.00,0,49
90,2020-05-13,18412.00,0,59
90,2020-05-13,17295.00,0,69
90,2020-05-13,11945.00,0,79
90,2020-05-13,7033.00,0,89
90,2020-05-13,1787.00,0,90
91,2020-05-13,1319401.00,30,0
91,2020-05-13,181967.00,0,09
91,2020-05-13,178366.00,1,19
91,2020-05-13,163898.00,2,29
91,2020-05-13,174980.00,3,39
91,2020-05-13,179847.00,3,49
91,2020-05-13,169548.00,2,59
91,2020-05-13,125968.00,5,69
91,2020-05-13,84911.00,4,79
91,2020-05-13,47796.00,3,89
91,2020-05-13,12120.00,7,90
92,2020-05-13,1613762.00,21,0
92,2020-05-13,201673.00,0,09
92,2020-05-13,192311.00,0,19
92,2020-05-13,216187.00,2,29
92,2020-05-13,241384.00,3,39
92,2020-05-13,227139.00,3,49
92,2020-05-13,201643.00,2,59
92,2020-05-13,148428.00,3,69
92,2020-05-13,105386.00,1,79
92,2020-05-13,59907.00,3,89
92,2020-05-13,19704.00,4,90
93,2020-05-13,1670149.00,79,0
93,2020-05-13,258509.00,3,09
93,2020-05-13,226523.00,3,19
93,2020-05-13,222290.00,4,29
93,2020-05-13,256009.00,11,39
93,2020-05-13,231000.00,13,49
93,2020-05-13,197192.00,10,59
93,2020-05-13,143660.00,8,69
93,2020-05-13,83141.00,10,79
93,2020-05-13,41509.00,7,89
93,2020-05-13,10316.00,10,90
94,2020-05-13,1406041.00,30,0
94,2020-05-13,184482.00,0,09
94,2020-05-13,175118.00,1,19
94,2020-05-13,188876.00,3,29
94,2020-05-13,201248.00,8,39
94,2020-05-13,189650.00,4,49
94,2020-05-13,178549.00,4,59
94,2020-05-13,134760.00,0,69
94,2020-05-13,87847.00,2,79
94,2020-05-13,50463.00,3,89
94,2020-05-13,15048.00,5,90
95,2020-05-13,1248354.00,25,0
95,2020-05-13,185065.00,0,09
95,2020-05-13,172460.00,0,19
95,2020-05-13,151506.00,5,29
95,2020-05-13,175116.00,3,39
95,2020-05-13,167938.00,3,49
95,2020-05-13,155011.00,3,59
95,2020-05-13,121128.00,2,69
95,2020-05-13,72032.00,0,79
95,2020-05-13,37684.00,5,89
95,2020-05-13,10414.00,4,90
971,2020-05-13,376879.00,0,0
971,2020-05-13,40134.00,0,09
971,2020-05-13,50483.00,0,19
971,2020-05-13,34558.00,0,29
971,2020-05-13,37149.00,0,39
971,2020-05-13,48928.00,0,49
971,2020-05-13,60524.00,0,59
971,2020-05-13,51113.00,0,69
971,2020-05-13,33062.00,0,79
971,2020-05-13,16008.00,0,89
971,2020-05-13,4920.00,0,90
972,2020-05-13,358749.00,4,0
972,2020-05-13,33991.00,0,09
972,2020-05-13,43014.00,0,19
972,2020-05-13,31496.00,0,29
972,2020-05-13,34280.00,0,39
972,2020-05-13,42967.00,1,49
972,2020-05-13,62671.00,2,59
972,2020-05-13,52556.00,1,69
972,2020-05-13,33509.00,0,79
972,2020-05-13,18767.00,0,89
972,2020-05-13,5498.00,0,90
973,2020-05-13,290691.00,0,0
973,2020-05-13,62043.00,0,09
973,2020-05-13,58638.00,0,19
973,2020-05-13,40421.00,0,29
973,2020-05-13,39602.00,0,39
973,2020-05-13,34757.00,0,49
973,2020-05-13,27026.00,0,59
973,2020-05-13,17446.00,0,69
973,2020-05-13,7368.00,0,79
973,2020-05-13,2721.00,0,89
973,2020-05-13,669.00,0,90
974,2020-05-13,859959.00,1,0
974,2020-05-13,121691.00,0,09
974,2020-05-13,134452.00,0,19
974,2020-05-13,98215.00,1,29
974,2020-05-13,104568.00,0,39
974,2020-05-13,113615.00,0,49
974,2020-05-13,125597.00,0,59
974,2020-05-13,89851.00,0,69
974,2020-05-13,46693.00,0,79
974,2020-05-13,20815.00,0,89
974,2020-05-13,4462.00,0,90
975,2020-05-13,6008.00,0,0
975,2020-05-13,705.00,0,09
975,2020-05-13,725.00,0,19
975,2020-05-13,476.00,0,29
975,2020-05-13,766.00,0,39
975,2020-05-13,1019.00,0,49
975,2020-05-13,980.00,0,59
975,2020-05-13,676.00,0,69
975,2020-05-13,406.00,0,79
975,2020-05-13,211.00,0,89
975,2020-05-13,44.00,0,90
976,2020-05-13,279471.00,9,0
976,2020-05-13,84963.00,0,09
976,2020-05-13,65294.00,1,19
976,2020-05-13,36651.00,2,29
976,2020-05-13,37697.00,1,39
976,2020-05-13,28132.00,1,49
976,2020-05-13,14768.00,3,59
976,2020-05-13,7746.00,1,69
976,2020-05-13,3034.00,0,79
976,2020-05-13,1005.00,0,89
976,2020-05-13,181.00,0,90
977,2020-05-13,9793.00,0,0
977,2020-05-13,1017.30,0,09
977,2020-05-13,821.56,0,19
977,2020-05-13,1579.02,0,29
977,2020-05-13,1723.75,0,39
977,2020-05-13,1780.34,0,49
977,2020-05-13,1523.15,0,59
977,2020-05-13,730.21,0,69
977,2020-05-13,411.22,0,79
977,2020-05-13,173.93,0,89
977,2020-05-13,32.53,0,90
978,2020-05-13,35746.00,0,0
978,2020-05-13,6127.71,0,09
978,2020-05-13,5976.77,0,19
978,2020-05-13,4015.39,0,29
978,2020-05-13,4815.59,0,39
978,2020-05-13,5698.09,0,49
978,2020-05-13,4773.35,0,59
978,2020-05-13,2878.06,0,69
978,2020-05-13,1097.69,0,79
978,2020-05-13,296.77,0,89
978,2020-05-13,66.60,0,90
01,2020-05-14,656955.00,9,0
01,2020-05-14,83001.00,0,09
01,2020-05-14,84665.00,6,19
01,2020-05-14,65496.00,1,29
01,2020-05-14,85588.00,0,39
01,2020-05-14,89678.00,1,49
01,2020-05-14,89791.00,1,59
01,2020-05-14,73500.00,0,69
01,2020-05-14,51011.00,0,79
01,2020-05-14,26830.00,0,89
01,2020-05-14,7395.00,0,90
02,2020-05-14,526050.00,15,0
02,2020-05-14,62312.00,0,09
02,2020-05-14,67540.00,1,19
02,2020-05-14,51443.00,2,29
02,2020-05-14,62599.00,0,39
02,2020-05-14,64812.00,2,49
02,2020-05-14,70352.00,3,59
02,2020-05-14,69077.00,1,69
02,2020-05-14,45371.00,0,79
02,2020-05-14,25627.00,4,89
02,2020-05-14,6917.00,1,90
03,2020-05-14,331315.00,2,0
03,2020-05-14,30871.00,0,09
03,2020-05-14,35788.00,0,19
03,2020-05-14,28141.00,0,29
03,2020-05-14,33349.00,0,39
03,2020-05-14,39464.00,0,49
03,2020-05-14,45840.00,0,59
03,2020-05-14,48958.00,0,69
03,2020-05-14,38220.00,1,79
03,2020-05-14,23577.00,0,89
03,2020-05-14,7107.00,1,90
04,2020-05-14,165197.00,2,0
04,2020-05-14,16220.00,1,09
04,2020-05-14,18061.00,0,19
04,2020-05-14,13269.00,1,29
04,2020-05-14,17545.00,0,39
04,2020-05-14,19525.00,0,49
04,2020-05-14,23898.00,0,59
04,2020-05-14,24485.00,0,69
04,2020-05-14,18808.00,0,79
04,2020-05-14,10427.00,0,89
04,2020-05-14,2959.00,0,90
05,2020-05-14,141756.00,7,0
05,2020-05-14,14582.00,0,09
05,2020-05-14,15698.00,0,19
05,2020-05-14,11715.00,1,29
05,2020-05-14,16000.00,0,39
05,2020-05-14,17800.00,1,49
05,2020-05-14,20029.00,0,59
05,2020-05-14,20216.00,0,69
05,2020-05-14,14617.00,1,79
05,2020-05-14,8430.00,3,89
05,2020-05-14,2669.00,1,90
06,2020-05-14,1079396.00,24,0
06,2020-05-14,110588.00,0,09
06,2020-05-14,116274.00,1,19
06,2020-05-14,105817.00,1,29
06,2020-05-14,126997.00,0,39
06,2020-05-14,136067.00,4,49
06,2020-05-14,146182.00,3,59
06,2020-05-14,133883.00,4,69
06,2020-05-14,114019.00,2,79
06,2020-05-14,68397.00,3,89
06,2020-05-14,21172.00,6,90
07,2020-05-14,326875.00,4,0
07,2020-05-14,33254.00,0,09
07,2020-05-14,37340.00,0,19
07,2020-05-14,26256.00,0,29
07,2020-05-14,34837.00,0,39
07,2020-05-14,41497.00,0,49
07,2020-05-14,46663.00,0,59
07,2020-05-14,47030.00,0,69
07,2020-05-14,35181.00,2,79
07,2020-05-14,19228.00,1,89
07,2020-05-14,5589.00,1,90
08,2020-05-14,265531.00,2,0
08,2020-05-14,28385.00,0,09
08,2020-05-14,31952.00,0,19
08,2020-05-14,25309.00,0,29
08,2020-05-14,30561.00,1,39
08,2020-05-14,32888.00,0,49
08,2020-05-14,37571.00,0,59
08,2020-05-14,36558.00,0,69
08,2020-05-14,24132.00,0,79
08,2020-05-14,14627.00,0,89
08,2020-05-14,3548.00,1,90
09,2020-05-14,152398.00,0,0
09,2020-05-14,14332.00,0,09
09,2020-05-14,16386.00,0,19
09,2020-05-14,12982.00,0,29
09,2020-05-14,15798.00,0,39
09,2020-05-14,18797.00,0,49
09,2020-05-14,21635.00,0,59
09,2020-05-14,22639.00,0,69
09,2020-05-14,16403.00,0,79
09,2020-05-14,10157.00,0,89
09,2020-05-14,3269.00,0,90
10,2020-05-14,309907.00,0,0
10,2020-05-14,35109.00,0,09
10,2020-05-14,39404.00,0,19
10,2020-05-14,33165.00,0,29
10,2020-05-14,36584.00,0,39
10,2020-05-14,38394.00,0,49
10,2020-05-14,39551.00,0,59
10,2020-05-14,38744.00,0,69
10,2020-05-14,28146.00,0,79
10,2020-05-14,16154.00,0,89
10,2020-05-14,4656.00,0,90
11,2020-05-14,372705.00,34,0
11,2020-05-14,36668.00,0,09
11,2020-05-14,41976.00,1,19
11,2020-05-14,30786.00,22,29
11,2020-05-14,39384.00,4,39
11,2020-05-14,45681.00,2,49
11,2020-05-14,51248.00,2,59
11,2020-05-14,54211.00,0,69
11,2020-05-14,42651.00,0,79
11,2020-05-14,23159.00,0,89
11,2020-05-14,6941.00,2,90
12,2020-05-14,278360.00,14,0
12,2020-05-14,25889.00,0,09
12,2020-05-14,30051.00,1,19
12,2020-05-14,22303.00,2,29
12,2020-05-14,28724.00,0,39
12,2020-05-14,33377.00,1,49
12,2020-05-14,39683.00,1,59
12,2020-05-14,40721.00,6,69
12,2020-05-14,30946.00,0,79
12,2020-05-14,20712.00,3,89
12,2020-05-14,5954.00,0,90
13,2020-05-14,2034469.00,50,0
13,2020-05-14,238296.00,1,09
13,2020-05-14,242619.00,3,19
13,2020-05-14,229385.00,4,29
13,2020-05-14,254362.00,4,39
13,2020-05-14,256640.00,4,49
13,2020-05-14,265649.00,4,59
13,2020-05-14,236530.00,4,69
13,2020-05-14,182685.00,8,79
13,2020-05-14,100029.00,8,89
13,2020-05-14,28274.00,9,90
14,2020-05-14,691453.00,7,0
14,2020-05-14,72169.00,0,09
14,2020-05-14,88223.00,0,19
14,2020-05-14,76688.00,0,29
14,2020-05-14,78671.00,2,39
14,2020-05-14,84964.00,0,49
14,2020-05-14,89285.00,0,59
14,2020-05-14,91001.00,1,69
14,2020-05-14,63355.00,1,79
14,2020-05-14,36325.00,2,89
14,2020-05-14,10772.00,0,90
15,2020-05-14,142811.00,2,0
15,2020-05-14,11848.00,0,09
15,2020-05-14,14723.00,0,19
15,2020-05-14,10823.00,1,29
15,2020-05-14,14131.00,1,39
15,2020-05-14,17202.00,0,49
15,2020-05-14,21195.00,0,59
15,2020-05-14,22570.00,0,69
15,2020-05-14,16580.00,0,79
15,2020-05-14,10736.00,0,89
15,2020-05-14,3003.00,0,90
16,2020-05-14,348180.00,2,0
16,2020-05-14,33211.00,0,09
16,2020-05-14,38113.00,0,19
16,2020-05-14,32134.00,0,29
16,2020-05-14,37221.00,0,39
16,2020-05-14,42419.00,2,49
16,2020-05-14,48767.00,0,59
16,2020-05-14,50853.00,0,69
16,2020-05-14,36331.00,0,79
16,2020-05-14,22430.00,0,89
16,2020-05-14,6701.00,0,90
17,2020-05-14,647080.00,0,0
17,2020-05-14,58806.00,0,09
17,2020-05-14,71812.00,0,19
17,2020-05-14,53205.00,0,29
17,2020-05-14,66631.00,0,39
17,2020-05-14,78405.00,0,49
17,2020-05-14,85909.00,0,59
17,2020-05-14,99076.00,0,69
17,2020-05-14,77944.00,0,79
17,2020-05-14,42748.00,0,89
17,2020-05-14,12544.00,0,90
18,2020-05-14,296404.00,1,0
18,2020-05-14,29609.00,0,09
18,2020-05-14,32324.00,0,19
18,2020-05-14,25641.00,0,29
18,2020-05-14,31552.00,0,39
18,2020-05-14,35301.00,0,49
18,2020-05-14,41611.00,0,59
18,2020-05-14,42884.00,0,69
18,2020-05-14,32539.00,0,79
18,2020-05-14,19265.00,1,89
18,2020-05-14,5678.00,0,90
19,2020-05-14,240336.00,1,0
19,2020-05-14,21838.00,0,09
19,2020-05-14,26308.00,0,19
19,2020-05-14,20570.00,0,29
19,2020-05-14,24486.00,0,39
19,2020-05-14,29167.00,0,49
19,2020-05-14,33019.00,0,59
19,2020-05-14,35896.00,1,69
19,2020-05-14,26854.00,0,79
19,2020-05-14,17025.00,0,89
19,2020-05-14,5173.00,0,90
21,2020-05-14,532886.00,6,0
21,2020-05-14,55209.00,0,09
21,2020-05-14,66424.00,0,19
21,2020-05-14,65446.00,0,29
21,2020-05-14,62868.00,0,39
21,2020-05-14,65826.00,0,49
21,2020-05-14,68688.00,0,59
21,2020-05-14,65804.00,1,69
21,2020-05-14,47831.00,1,79
21,2020-05-14,26613.00,1,89
21,2020-05-14,8177.00,3,90
22,2020-05-14,596186.00,6,0
22,2020-05-14,60105.00,1,09
22,2020-05-14,71112.00,1,19
22,2020-05-14,47869.00,0,29
22,2020-05-14,60806.00,0,39
22,2020-05-14,72804.00,1,49
22,2020-05-14,80453.00,2,59
22,2020-05-14,87705.00,0,69
22,2020-05-14,65033.00,0,79
22,2020-05-14,39485.00,1,89
22,2020-05-14,10814.00,0,90
23,2020-05-14,116270.00,1,0
23,2020-05-14,9350.00,0,09
23,2020-05-14,11416.00,0,19
23,2020-05-14,8677.00,0,29
23,2020-05-14,10711.00,0,39
23,2020-05-14,13371.00,0,49
23,2020-05-14,17031.00,0,59
23,2020-05-14,19670.00,0,69
23,2020-05-14,14101.00,0,79
23,2020-05-14,9035.00,0,89
23,2020-05-14,2908.00,1,90
24,2020-05-14,408393.00,2,0
24,2020-05-14,34586.00,0,09
24,2020-05-14,41844.00,0,19
24,2020-05-14,31012.00,0,29
24,2020-05-14,39189.00,0,39
24,2020-05-14,48292.00,1,49
24,2020-05-14,59110.00,0,59
24,2020-05-14,65680.00,1,69
24,2020-05-14,50042.00,0,79
24,2020-05-14,30005.00,0,89
24,2020-05-14,8633.00,0,90
25,2020-05-14,539449.00,5,0
25,2020-05-14,63078.00,0,09
25,2020-05-14,69504.00,1,19
25,2020-05-14,63251.00,0,29
25,2020-05-14,67253.00,1,39
25,2020-05-14,67339.00,0,49
25,2020-05-14,67781.00,0,59
25,2020-05-14,61909.00,1,69
25,2020-05-14,46274.00,0,79
25,2020-05-14,26436.00,1,89
25,2020-05-14,6624.00,1,90
26,2020-05-14,520560.00,9,0
26,2020-05-14,60041.00,0,09
26,2020-05-14,65032.00,0,19
26,2020-05-14,47993.00,0,29
26,2020-05-14,62462.00,0,39
26,2020-05-14,65055.00,0,49
26,2020-05-14,69283.00,1,59
26,2020-05-14,65868.00,1,69
26,2020-05-14,49938.00,1,79
26,2020-05-14,27431.00,5,89
26,2020-05-14,7457.00,1,90
27,2020-05-14,600687.00,5,0
27,2020-05-14,72945.00,0,09
27,2020-05-14,78800.00,0,19
27,2020-05-14,55557.00,0,29
27,2020-05-14,73301.00,0,39
27,2020-05-14,80019.00,1,49
27,2020-05-14,80762.00,2,59
27,2020-05-14,75116.00,0,69
27,2020-05-14,50201.00,0,79
27,2020-05-14,26722.00,1,89
27,2020-05-14,7264.00,0,90
28,2020-05-14,429425.00,7,0
28,2020-05-14,51917.00,0,09
28,2020-05-14,54349.00,0,19
28,2020-05-14,39348.00,0,29
28,2020-05-14,51269.00,0,39
28,2020-05-14,55770.00,2,49
28,2020-05-14,57755.00,1,59
28,2020-05-14,53420.00,0,69
28,2020-05-14,36880.00,1,79
28,2020-05-14,21607.00,2,89
28,2020-05-14,7110.00,1,90
29,2020-05-14,906554.00,1,0
29,2020-05-14,91260.00,0,09
29,2020-05-14,110072.00,0,19
29,2020-05-14,90029.00,0,29
29,2020-05-14,99828.00,0,39
29,2020-05-14,113799.00,1,49
29,2020-05-14,123509.00,0,59
29,2020-05-14,124507.00,0,69
29,2020-05-14,86506.00,0,79
29,2020-05-14,53501.00,0,89
29,2020-05-14,13543.00,0,90
2A,2020-05-14,162421.00,2,0
2A,2020-05-14,15993.00,0,09
2A,2020-05-14,15637.00,0,19
2A,2020-05-14,14253.00,0,29
2A,2020-05-14,20657.00,0,39
2A,2020-05-14,22044.00,0,49
2A,2020-05-14,23268.00,1,59
2A,2020-05-14,21273.00,0,69
2A,2020-05-14,17664.00,0,79
2A,2020-05-14,9431.00,1,89
2A,2020-05-14,2201.00,0,90
2B,2020-05-14,182258.00,1,0
2B,2020-05-14,17751.00,0,09
2B,2020-05-14,19174.00,0,19
2B,2020-05-14,19108.00,0,29
2B,2020-05-14,22967.00,1,39
2B,2020-05-14,23161.00,0,49
2B,2020-05-14,24702.00,0,59
2B,2020-05-14,23822.00,0,69
2B,2020-05-14,19021.00,0,79
2B,2020-05-14,9974.00,0,89
2B,2020-05-14,2578.00,0,90
30,2020-05-14,748468.00,18,0
30,2020-05-14,80627.00,0,09
30,2020-05-14,89988.00,1,19
30,2020-05-14,70111.00,0,29
30,2020-05-14,84369.00,0,39
30,2020-05-14,91908.00,1,49
30,2020-05-14,103521.00,1,59
30,2020-05-14,101426.00,1,69
30,2020-05-14,75841.00,1,79
30,2020-05-14,39145.00,7,89
30,2020-05-14,11532.00,6,90
31,2020-05-14,1400935.00,9,0
31,2020-05-14,162716.00,0,09
31,2020-05-14,173034.00,0,19
31,2020-05-14,203669.00,2,29
31,2020-05-14,194920.00,1,39
31,2020-05-14,184340.00,0,49
31,2020-05-14,174175.00,3,59
31,2020-05-14,138032.00,3,69
31,2020-05-14,99121.00,0,79
31,2020-05-14,54891.00,0,89
31,2020-05-14,16037.00,0,90
32,2020-05-14,190040.00,3,0
32,2020-05-14,17273.00,0,09
32,2020-05-14,20308.00,0,19
32,2020-05-14,13901.00,1,29
32,2020-05-14,18813.00,0,39
32,2020-05-14,23258.00,0,49
32,2020-05-14,27973.00,1,59
32,2020-05-14,28863.00,0,69
32,2020-05-14,21621.00,0,79
32,2020-05-14,13621.00,0,89
32,2020-05-14,4409.00,1,90
33,2020-05-14,1633440.00,5,0
33,2020-05-14,178791.00,0,09
33,2020-05-14,201526.00,0,19
33,2020-05-14,203592.00,0,29
33,2020-05-14,211536.00,0,39
33,2020-05-14,220133.00,1,49
33,2020-05-14,205186.00,1,59
33,2020-05-14,185359.00,0,69
33,2020-05-14,133693.00,2,79
33,2020-05-14,71879.00,0,89
33,2020-05-14,21745.00,1,90
34,2020-05-14,1176145.00,7,0
34,2020-05-14,127187.00,0,09
34,2020-05-14,141071.00,0,19
34,2020-05-14,143808.00,2,29
34,2020-05-14,142491.00,0,39
34,2020-05-14,145553.00,0,49
34,2020-05-14,147241.00,0,59
34,2020-05-14,141237.00,0,69
34,2020-05-14,111994.00,2,79
34,2020-05-14,59127.00,1,89
34,2020-05-14,16436.00,2,90
35,2020-05-14,1082073.00,8,0
35,2020-05-14,127994.00,1,09
35,2020-05-14,146435.00,1,19
35,2020-05-14,134018.00,1,29
35,2020-05-14,136675.00,2,39
35,2020-05-14,143253.00,2,49
35,2020-05-14,135357.00,0,59
35,2020-05-14,115014.00,1,69
35,2020-05-14,80889.00,0,79
35,2020-05-14,49168.00,0,89
35,2020-05-14,13270.00,0,90
36,2020-05-14,217139.00,1,0
36,2020-05-14,19573.00,0,09
36,2020-05-14,23378.00,0,19
36,2020-05-14,17860.00,0,29
